Feature,Occurrences
Gapless audio decoding,1
can (to be able),1
Mfg  country,1
DiskCryptor,1
Bits,1
Custom SMS MMS tones,1
Esperanto version  Patro nia  kiu estas en la  ielo  Via nomo estu sanktigita  Venu Via regno  plenumi u Via volo  kiel en la  ielo  tiel anka  sur la tero  Nian panon  iutagan donu al ni hodia   Kaj pardonu al ni niajn  uldojn  kiel anka  ni pardonas al niaj  uldantoj  Kaj ne konduku nin en tenton  sed liberigu nin de la malbono  Amen ,1
Networking,1
Roundup,1
city,1
Long filename support,1
local,1
Depth,1
Inky,1
Buddy list,1
Open service ports (TCP UDP),1
assertion,1
jeruk,1
Serial ATA,1
ITAR Compliant,1
AlphaVM,1
Julia,1
Audio out,1
Legislative,1
lists reverse(string),1
table concat(table_of_strings  separator),1
UTF 16 base64,1
S No ,1
DavMail,1
Moved lines,1
Tencent QQ,1
Limitations,1
Tomato,1
File system supported,1
Quanta Gold,1
OpenSSL compatibility Layer,1
Gradient fills,1
pregnant,1
batsman scoring no runs in an innings,1
Color depth,1
Maximum speed limit,1
Volleyball,1
xml id,1
Telegram (standard messages),1
FSB HT(MHz),1
Cooliris,1
Extendable,1
SYSLINUX,1
Printer support,1
minibus,1
Platform independent,1
 BSD,1
 Mail,1
Media Playback and Controls,1
Rich Text Format,1
Runner,1
Visit,1
Creator Maintainer,1
Content dependent,1
Report Output Format,1
RTF scan,1
construction,1
 docx,1
Topic,1
(subseq string 0 n),1
Cobra,1
Different lens types in single panorama,1
Windows Launch Performance,1
Blu ray Disc,1
State Province,1
minute,1
rubbish (nonsense),1
Interface CSSStyleSheet,1
In 2004  McCain voted against the Federal Marriage Amendment  arguing that each state should be able to choose whether to recognize same sex marriage  He supported the 2006 Arizona initiative to ban same sex marriage ,1
Mexico,1
TomeRaider,1
Spyware adware free,1
POSIX shell,1
Commercial support available,1
K Meleon,1
Agent less,1
Directives,1
Erdas Imagine,1
seronok,1
GAL Photos,1
mobile phone  cellphone,1
(  string string),1
Trial,1
Chess engine,1
FORTRAN 66 77,1
Major purpose,1
Years of medical school,1
Open source ,1
Global Positioning System,1
Last update,1
Opmantek NMIS,1
Koolvac,1
Channel flood controls basic   advanced,1
Online services,1
Open,1
dismissal procedure,1
IBM,1
Baldwin has stated that the US's involvement in Iraq is clearly unconstitutional as well as unnecessary  and would begin safely withdrawing troops ,1
Ralph Nader (campaign),1
penis,1
Sector by sector,1
Indent  selected block,1
(str string string),1
Licenses used,1
Detector type,1
StringReverse string ,1
Team Concert,1
  of pins,1
Rule or Term,1
Liquidity (economy),1
ICO,1
Command history,1
ICQ,1
basic void method,1
ICU,1
ZEN,1
Modification date resolution,1
USBCrypt,1
 begin    end,1
In October 2006  McCain said that he believed the former President Bill Clinton and his administration were to blame for the North Korea's weapons of mass destruction  He said that the U S  had  concluded an unenforceable and untransparent agreement   allowing North Korea to keep plutonium rods in a reactor ,1
Property owners association,1
ZingChart,1
post code,1
Allowable characters in directory entries,1
IDL,1
Physical Servers icons,1
No motor vehicles,1
Ons vir jou  Suid Afrika ,1
Spamfilter regexp   glob,1
Multi user chat,1
Native Gantt Charts,1
Filetypes transcoded ,1
Class browser,1
Browse compressed folders,1
telephone,1
Shell command,1
IMVU,1
GiST,1
shop,1
Lazarus Diff,1
Fuel consumption,1
No bicycles,1
official (adj ),1
Rxart Desktop,1
Launch of foreign satellite,1
diocese,1
shoe,1
central inner playing arena,1
(format nil     a  separator    array_of_strings),1
Transports,1
Allow attachment download (server side),1
Exploration,1
LearnAlberta ca,1
cracker,1
BeeBEEP,1
Tomboy,1
Green,1
Low level access,1
Hamilton C shell,1
(string   string string),1
OSI approval,1
Dygraphs,1
IBM ILOG Elixir,1
Unicode property support,1
Layout diagram,1
Fortran 90,1
Driver family,1
SecureDoc,1
Johnnie Walker,1
Preposition,1
MIDI channels allocation,1
strings Contains(string  substring),1
JPEG 2000 (ISO IEC 15444 1),1
accelerator,1
Continuous function,1
Injection,1
Apartment,1
Filename Encryption,1
LEO payload (kg),1
Custom Javascript,1
Windows 8,1
Presentational markup,1
Windows 7,1
style,1
Mobile tablet support (touch events),1
Parallels Desktop for Mac,1
Cannot use primitive types as type parameters  instead  the developer must use the wrapper type corresponding to the primitive type  This incurs extra performance overhead by requiring boxing and unboxing conversions as well a memory and garbage collection pressure  as the wrappers will be heap allocated as opposed to stack allocated ,1
Exchange ActiveSync 2 5   Exchange Server 2003 SP2,1
std string toLower(string),1
Service and Support,1
XML Base,1
to_upper(string),1
Incorrect groupnote,1
RAW imports,1
PChat,1
MUMPS (M),1
Interchange of digital font information,1
   OFS  separator    array_of_strings    or  array_of_strings  join separator,1
null reference,1
Ratio,1
STDU Explorer,1
Viewfinder coverage (  of the frame),1
Level crossing,1
MobaSSH SSH Server,1
XP  2000,1
Integrity check,1
E mail client,1
OS version,1
Advantage Database Server,1
Verification,1
XPath 1 0,1
ABAP Objects,1
UPnP port mapping,1
general (military),1
pokok,1
Share,1
Can be called from other languages,1
IEEE Xplore,1
Advanced command,1
lucu,1
Max column name size,1
Forms Module,1
SSL linking,1
Monaco,1
Frame rate (forward),1
Protocol (spec) version support,1
Microsoft Paint,1
Runs on Mac OS X,1
Pronunciation,1
Remote desktop,1
billboard,1
TreeDBNotes,1
Premium service countries ,1
Ek verstaan dit,1
Capacitor,1
Private Disk,1
Qaiku,1
B ffel,1
TUTOR,1
billion,1
pdksh,1
PKIX path validation,1
Release,1
sheep,1
Accurate,1
pijat,1
string rangeOfString(substring)    nil,1
File transfer,1
Scooba 450,1
Tectia SSH Server,1
WorldLingo,1
3D Support (codec),1
Map Accuracy,1
afternoon,1
curving deliveries,1
SMP aware,1
unmount device,1
stupid,1
Cambodia,1
Plugin API,1
System distribution commitment,1
Exception ExceptionVAL,1
Hulle woon hier,1
Syria,1
Codec,1
Max  storage capacity (nom  in GiB),1
Clojure,1
Smarty,1
Symantec,1
Mouse input support,1
afterwards,1
Date representation,1
Allows conditional statements and other control flow ( if    goto    repeat X times ),1
Gloria La Riva,1
PLoP Bootmanager,1
Structured Data eXchange Formats (SDXF),1
Jurisdiction,1
Interoperability with Institutional Enterprise Systems,1
Launches,1
IRC,1
drive,1
other   special,1
Uit die diepte van ons see ,1
Autodetect changes,1
Nodeclipse NTS,1
Launched,1
Shopping mall,1
Native Calendar View,1
civil,1
Slax,1
WYSIWYG editors ,1
ISI,1
Speaker,1
Players,1
Can contain icon,1
Project Portfolio Management,1
Code snippets,1
be correct  hold true,1
medicine,1
fast  quick(ly),1
Handwriting recognition,1
View functions,1
Alexa Traffic Rank,1
SChannel,1
Sun Java Composite Application Platform Suite,1
Wat maak jy ,1
Litter Robot,1
In October 2005  McCain  a former POW  introduced the McCain Detainee Amendment to the Defense Appropriations bill for 2005  That month  the U S  Senate voted 90 9 to support the amendment  In October 2007  McCain said of waterboarding that   They  other presidential candidates  should know what it is  It is not a complicated procedure  It is torture    However  in February 2008 he voted against HR 2082  the Intelligence Authorization Act for Fiscal Year 2008  which included provisions that would have prevented the CIA from waterboarding prisoners ,1
Israel,1
Power,1
Video support,1
HDR output (EXR  HDR  Logluv  etc ),1
Nvidia official driver AMD64,1
Google Web Toolkit,1
Windows CMD EXE,1
Uit die blou van onse hemel ,1
BitLord,1
current affairs,1
Execution,1
Solarwinds,1
Oscillation,1
HTML Parsing,1
Main Battery,1
Google Code,1
Business,1
Thrift,1
Disk space for product,1
CA Software Change Manager,1
Server functionality,1
Vorbis,1
lowercase(string) returns string,1
Wireframe,1
Motorway,1
GRETA,1
Units sold,1
Latest version (numeric 351),1
Prague,1
Transparent compression,1
Storage size  GB ,1
Embit,1
BootIt Next Generation,1
MIRV,1
(string compare string string p  p  p ),1
Containers  or Zones,1
else if,1
Action replay,1
Telephony app,1
Centina Systems NetOmnia,1
Exchange ActiveSync 14 0   Exchange Server 2010,1
Group Office,1
Contact groups,1
list directory,1
OpenIndiana,1
JRegex,1
Plotly,1
Material,1
Euphoria,1
Chart type   Framework,1
string toLower,1
Sponsume,1
Application allow list,1
Import,1
CD ripper,1
FundAnything,1
Sansa Fuze ,1
CryptX2,1
Cross language interoperability,1
Xymon Hobbit,1
type synonym,1
Version compared,1
Tablet only,1
Video conferencing,1
DMDIrc,1
Autocoder,1
Sellaband,1
GramTrans,1
Armadillo,1
Encrypt storage card,1
director,1
MS DOS version,1
Reference types,1
Portable Document Format support,1
Based framework,1
Daylite Server,1
Variants (rules  pieces  boards),1
Documents,1
Entered service,1
Inline frames,1
FalconStor,1
Toolkits or SDKs,1
XMPlay,1
Run unprivileged,1
NaviServer,1
Costa Rica,1
Ons sal offer wat jy vra ,1
Type checks and downcasts are injected into client code (the code referencing the generics)  Compared to non generic code with manual casts  these casts will be the same  but compared to compile time verified code that would not need runtime casts and checks  these operations represent a performance overhead ,1
Mobile OTA update mode,1
Gigapan Stitch 1 0,1
Python Packaging,1
restaurant,1
Tools,1
FSF approval,1
BasKet Note Pads,1
NAT Port Mapping Protocol,1
Email body truncation size (KB),1
CryptArchiver,1
Customs,1
IPS   Intrusion prevention system,1
Length size,1
Genre,1
Toll,1
hitting the ball high into the air  liable to being caught,1
muCommander,1
Lossy compression,1
create directory,1
Model Group,1
Owner ,1
AOL Explorer,1
iSight Facetime Camera,1
PowerShare,1
kapan,1
IP source address(es),1
Interface CSSRuleList,1
Year of creation,1
string ne string,1
TEI Lite,1
PA Server Monitor,1
pos(string  substring)  0,1
Europe,1
Text message support,1
Based Format,1
Renames or moves (talk),1
External routine ,1
left(string n) returns string,1
Max conference peers,1
fixed size array,1
Integrated  Browser,1
Manf   BOM,1
IBM i,1
Require encrypted S MIME messages,1
std  reverse(string begin()  string end()) ,1
Recession (economy),1
PhotoLine,1
FFmpeg,1
jimat,1
Alexa ranking,1
MailYouLike,1
No execute (NX) page flag,1
autobiography,1
Max Capacity,1
mount file as block device,1
Reaktor,1
roadworks,1
CenterStage,1
Polish,1
Scala,1
string 0  n    string 0  n   1 ,1
OpenRISC,1
Other information,1
format(formatstring  items) returns string,1
Information Data flow,1
Scan network ports   interface details,1
metadata,1
0 60 mph (97 km h) acceleration,1
VMware Fusion 2 0,1
32 bit,1
GB 18030 q  p ,1
selection (styles),1
  of Returns,1
Explicit stack allocation,1
collectd,1
Interfacing,1
Accountability,1
Refactoring support,1
Chipmark,1
Programming language  toolkit,1
OS X (Intel PPC),1
berbual,1
Runs on,1
Precipitation (meteorology),1
Other functions,1
Type information is erased during compilation  Special extensions to reflection must be used to discover the original type ,1
Super Socks5cap,1
Multiple Sessions,1
N  n,1
TorrentFlux,1
Retailing,1
IRCX support,1
Frameline glow ,1
C  c,1
HMAC SHA256 384,1
3rd party,1
L2 Cache,1
Centericq,1
Distributed Monitoring,1
Total Commander (compare),1
Symantec Endpoint Encryption,1
Underlining spell checker,1
vasm,1
registerContentHandler,1
     ,1
McCain has indicated that he supports the use of the death penalty  mandatory prison terms for selling illegal drugs  and stronger restrictions on the purchase and possession of guns   McCain is a proponent of mandatory sentencing in general ,1
Archos 405,1
Directory Compare,1
API language environment,1
Game Boy Pocket,1
Native support  floppy capacities 5 25 ,1
kqueue,1
Premium annual cost ,1
return value from generator,1
Linux OS choice(s),1
Data Passing,1
Bracket matching,1
QEMU,1
Beyond Compare,1
FreeCap,1
Browser text reflow,1
Interface LSParser,1
Disable IrDA,1
FireWire 800,1
Y  y,1
Batch conversion,1
hemat,1
McAfee,1
Roadmap,1
BitTorrent DNA,1
Visual SourceSafe,1
string lower(string)   (string) lower(),1
Picasa,1
PixMaker Lite   Home   Business,1
Configure REJECT with answer,1
NFC payment software,1
Regional  National  International or Federated Connectivity ,1
Speed (km h),1
Browser form navigation,1
Interface CSSValue,1
GDP per capita (USD),1
Application (besides consumer audio),1
British,1
string join(list_of_strings  separator),1
BI Documenter,1
 o  ,1
Google Keep,1
midori (abandoned),1
Source code availability,1
Language  Library,1
Web related,1
pemerintah,1
test string    string  or    string    string  ,1
Nvidia free software driver,1
Robosanitan,1
Wade  Giles,1
Back button support     history management,1
Medical Licensing Exam (MLE)  Step 1,1
Column groups,1
BizTalk Server,1
Job checkpointing,1
Supported notations,1
Gaming,1
Paged media,1
Initial MSRP (nominal US ),1
StrComp(string  string),1
DOS COM,1
Nimsoft Monitoring Solution,1
Zim,1
Slave mode,1
Chuck Baldwin  (campaign),1
traffic jam,1
SliTaz GNU Linux,1
Row groups,1
Notable features,1
new Error (message),1
Baldwin believes that the U S  is not the world's policeman  and would end all foreign aid and interventionist policies ,1
The Panorama Factory v5,1
raspberry,1
Primary Domain,1
Remote Frame Buffer (RFB) protocol,1
show network configuration,1
About OS,1
tandas,1
dual carriageway,1
Ron Paul (campaign),1
Beanstalk,1
Microsoft SQL Server Compact (Embedded Database),1
D3 js  formerly Protovis,1
Domain registration,1
PanoramaPlus X4,1
Ext JS,1
'n Lemoen is 'n oranjekleurige vrug,1
Microsoft Virtual Server 2005 R2,1
CupQ (abandoned),1
Triggering macros with system events,1
Mainly Used For,1
Drum sounds per kit,1
Pragma Fortress SSH Server,1
string compareTo(string),1
Junction with a minor side road,1
test string   string  or    string   string  ,1
Traffic rate limit   QoS,1
Push small files,1
h index,1
 FUNCTION  REVERSE(string),1
Acronis OS Selector,1
GIMPshop,1
string ToUpper(),1
Video assist,1
End of prohibition (overtaking used as an example),1
Max Blob Clob size,1
many  much,1
Open Xchange,1
Oniguruma,1
JNG,1
Texinfo,1
GoAnywhere Services,1
clear console,1
Spot color support,1
Native Diagram View,1
Governor term length,1
assets,1
Supported filesystem,1
Standalone executable creation support,1
Software License,1
User action required,1
Widgets themeable   skinnable,1
FTP Upload,1
Intelligent playlists from database (based on criteria),1
Ironing robots,1
Spatial,1
ArtRage,1
NetXMS,1
Armour thickness   (front side top),1
Visual styling,1
BASIC,1
kill processes,1
power weight ratio,1
Export to iTunes,1
Charity receives,1
Keyboard next word prediction,1
Compare  ,1
Object ID,1
User selectable themes,1
Forks,1
Other data retrieval,1
Announced,1
Microsoft Word (XML),1
File structure view,1
YouCaring,1
Management,1
Police,1
View planned additions   removals,1
lorry,1
N Gage QD,1
Integrated toolchain,1
China is a potential military threat  and economic policies toward it weaken key American industries ,1
namespace,1
Install time desktop environment or window manager selection,1
Archos 5,1
TCC (formerly 4NT),1
Other input,1
DocBook,1
Secondary audio decoder,1
AKernelLoader,1
IP destination address(es),1
As dit re n  sal dié sambreel jou beskerm,1
Gender,1
Signed script restriction,1
Programmed in,1
float integer representation,1
Customize margins,1
user manager,1
rabbit,1
NMath,1
Datatypes,1
Server side  all free software,1
Lancast,1
Internal Storage,1
Gear width (with external),1
GP2X F 200,1
RDM Embedded,1
SUSE Linux Enterprise Desktop,1
change io priority,1
Copyfree approval,1
for(size_t i   0  len   strlen(string)  i len  i  ) string i    toupper(string i )  for (char  c   string   c    ' 0'  c  )  c   toupper( c) ,1
ArchiCrypt Live,1
Lossless compression,1
Link to Product Page,1
Halfop support ( h  ),1
SecuBox,1
'n Lemmetjie is 'n klein groen sitrusvrug,1
perldoc,1
Remote includes,1
Intent,1
Battery life  h  low end)low end,1
Scriptable,1
FogBugz,1
ZVUE 260,1
police,1
throw,1
Length,1
NetFile Certified (tax years),1
Maverick SSHD,1
string cmp string,1
DLNA support,1
CMVC,1
Common Lisp,1
Open E,1
Pretty Diff,1
NMDC compatible,1
Specialist doctor,1
Attachmate Reflection for Secure IT ,1
Remarks,1
SafeGuard Enterprise,1
color management (ICC),1
export,1
       ,1
Net worth (with spouse),1
Apache HTTP Server,1
belanja,1
Kernel thread support,1
warden,1
Control of data access behaviors,1
Shy groups,1
GeForce 9600 GT,1
OpenKBM,1
web browser,1
Keywords,1
Pattern matching (regular expression built in),1
Basic Features,1
ContainsStr(string  substring),1
KDOC,1
Sicher,1
Variable frame rate,1
Directory comparison,1
SafeGuard Easy,1
iOS  iPhone  iPod Touch,1
Separation of duties (RBAC),1
Garbage collection,1
Client Side Scripting,1
CMYK,1
string    1 ,1
Vibration,1
ticket,1
First aid,1
Organizing principle(s),1
delivery toward the head,1
Queue type,1
Memory card type,1
well,1
Follow up flags,1
Default web browser engine,1
Themes  skins,1
right(string n) returns string,1
Downcasting,1
lower(string),1
op5 Monitor,1
Client side  non free JS code,1
Self extraction,1
Flotr2,1
SSReader,1
Downloadable without paying ,1
Verb,1
Test Suite,1
PASMO,1
Hot transfer,1
Native support  long file names,1
binary,1
Non English languages support,1
IRCCloud,1
string     string,1
USB 1 1,1
Real estate,1
NewsFire,1
Interface LSSerializer,1
String map Char toLower string,1
Corruption,1
RSS Bandit,1
Server location(s),1
Usual environment,1
StringTake string  n ,1
Interface EntityReference,1
SSL 3 0 (insecure),1
Media player on device playlist creation,1
Google Chart Tools,1
string upper(string)   (string) upper(),1
Viewfinder magnification  coverage,1
Reflowable,1
SAP OpenUI5,1
Net power,1
OS type,1
Character encodings,1
Transport Layer Security,1
Indexed file search,1
Supports OpenSSH authorized keys,1
Objective C (Cocoa),1
Max MSP,1
noisy,1
AutoDiscover,1
FSB QDR Frequency (MHz),1
C shell,1
Maximum vehicle length,1
Royal Navy,1
leftstr(string  n),1
4131,1
classdoc,1
GUI default is on,1
Hibernation file,1
IPv6 Compatibility,1
 9 indexable captures,1
Image formats,1
DriveCrypt,1
towel,1
spoon,1
JustGiving,1
Wyzo,1
Automatic heartbeat pings,1
Conclusion,1
Admin protect support ( a  u      ),1
Output size (bits),1
Conditional metadata,1
Redirect TCP UDP ports (port forwarding),1
rambut,1
PC Paintbrush,1
Notifies upon listing,1
4136,1
Home Down Payment,1
Interface DocumentEditVAL,1
Canvas support,1
ODF version attribute in exported file office version  1 X ,1
Atari Lynx II,1
Novial version  Nusen Patre  kel es in siele  mey vun nome bli sanktifika  mey vun regno veni  mey on fa vun volio  kom in siele anke sur tere  Dona a nus disidi li omnidiali pane  e pardona a nus nusen ofensos  kom anke nus pardona a nusen ofensantes  e non dukte nus en tentatione  ma liberisa nus fro malu    Amen ,1
Usually invoked,1
GNU GRUB,1
Track width,1
university,1
cWidth   200,1
Conversions and Rollovers,1
Function in Matlab,1
teacher,1
Headphone free sessions,1
Webcam support,1
CHARON,1
       ,1
ECMAScript (JavaScript  ActionScript  etc ),1
IBM HTTP Server,1
Bourne shell current version,1
LitterMaid,1
Toontown Online,1
Alioth,1
X display manager,1
Sound Codec,1
Tray notification,1
McCain does not allow his staffers to hold positions as lobbyists ,1
Installable Live CD,1
Voice and Data at the same time,1
sport,1
ECHO,1
English Our Father in heaven   hallowed be your name   Your kingdom come   your will be done   on earth as it is in heaven   Give us this day our daily bread   and forgive us our debts   as we also have forgiven our debtors   And lead us not into temptation   but deliver us from evil ,1
padda,1
IMSL Numerical Libraries,1
Memory management can be done manually through new   delete  automatically by scope  or by smart pointers  Supports deterministic destruction of objects  Garbage collection ABI standardized in C  11  though compilers are not required to implement garbage collection ,1
Language and Inputs,1
3 1x,1
Weight (excluding auxiliary components),1
press,1
Native IPv6 support ,1
One way street,1
 string   Compare(string  string),1
Productivity,1
GIMP,1
(string reverse string),1
Coda,1
PixBuilder Photo Editor,1
translate(string)  or  UPPER variables  or  PARSE UPPER VAR  SrcVar DstVar,1
Database backend,1
REBOL,1
PTAssembler,1
delicious  tasty,1
Ediff,1
Detection,1
    quantifier,1
turkey (bird),1
Araxis Merge,1
Floor washing robots,1
Highlight,1
Virtual PC 7 for Mac,1
Cowon A3,1
Data execution prevention,1
Wrike,1
Residents association,1
Functional programming,1
ArXiv,1
Minimum speed limit,1
PDF annotate and save,1
Snowfall (in year),1
contextmenu,1
Throughput  ,1
Special cases,1
IDE Channels (2 Devices Channel),1
Adobe Photoshop,1
Faceted classification,1
Boots from CD ROM,1
Java generated byte code,1
polisi,1
insurance,1
Microsoft Office Picture Manager,1
Game Boy Advance SP,1
IDS (Intrusion Detection System),1
Multi tracker index,1
Maximum host memory,1
IF string string THEN  1 ELSE ABS (string string) FI,1
HDR format,1
FREE CompuSec,1
Menu options prompt,1
Native types,1
UPPER(string),1
a ping,1
BORGChat,1
XnView,1
Direct3D,1
WhatsApp,1
Audit API,1
Mageia,1
Checksum  ECC,1
Still Supported,1
Integration with Add on Components or Products,1
awak,1
Game Boy,1
Bandwidth reduction,1
Other danger,1
Volume (math),1
Bandwidth,1
Windows CE,1
COOL 360,1
OR 1,1
Autofocus points,1
String map Char toUpper string,1
Cowon D2,1
Rack icons,1
a   5  b   20  s   still unchanged,1
OR 7,1
OR 6,1
OR 9,1
OR 8,1
strncpy(string2  string  n),1
OR 3,1
OR 2,1
Palm OS,1
OR 4,1
Latest stable version   release date,1
Windows IOCP,1
Network storage,1
Automatic Upgrades Migrations,1
Read only memory (ROM),1
Official SDK platform(s),1
BootKey,1
IBM Lotus Sametime,1
Protocol support,1
RegExp (pattern  flags),1
Text Recognition (OCR),1
Intego,1
View Routing   Information Flow,1
ownCloud,1
Under active development,1
Super seeding,1
Cavalry,1
HTTP Tunnel,1
Propellant,1
Social Networking,1
Image support,1
Offline,1
Instant messenger,1
Grouping,1
Object reference,1
PanoEdit,1
Transactions,1
Dylan,1
Privatization,1
Artix ESB,1
Browser keeps windows open when cleaning cookies,1
Archos 105,1
GoFundMe,1
RAM (MB),1
Pure,1
Medical Expenses,1
Martian missions,1
PCRE,1
Apache Bloodhound,1
IDE Integration,1
solar,1
Map thumbnail,1
Redirect IP addresses (forwarding),1
Names,1
find_character(string char) returns integer,1
Modulation,1
Donation,1
RSSOwl,1
Stitcher Unlimited 2009,1
Related synonym tags,1
DBScribe,1
GitLab,1
Croatia,1
car park,1
Ember js,1
Controller,1
Network requirements,1
Power Favorites,1
Rendering,1
party (political),1
Button for Page turn,1
ECDH RSA,1
RGB support,1
Error (message),1
 FUNCTION  LOWER CASE(string),1
alliance,1
Interface CSSMediaRule,1
DataTraveler Vault,1
Runs on Linux,1
dopplerVUE,1
S expression,1
Link Access,1
NATO Rank code,1
Scrollback,1
The firsts in Asia,1
Web address,1
R  R  tree,1
August,1
New Zealand,1
Major web browser available,1
Joy,1
GTO payload (kg),1
AmigaOS (68k),1
Report type,1
PolicyKit pkexec  A privilege authorization feature  designed to be independent of the desktop environment in use and already adopted by GNOME In contrast to earlier systems  applications using PolicyKit never run with privileges above those of the current user  Instead  they indirectly make requests of the PolicyKit daemon  which is the only program that runs as root ,1
lsh,1
Trillian Not OpenPGP ,1
 (255  255  0)  512 ,1
mathematics,1
(string downcase string),1
Wakanda Server,1
Update HTML   ,1
bila,1
Special features,1
Win ,1
Blog,1
Windows 9x,1
McCain maintains a relatively moderate stance concerning Pakistan  although he has recognized the South Asian nation as an important part of US Foreign Policy  In the aftermath of Pakistan's former Prime Minister Benazir Bhutto's assassination (in December 2007) McCain appeared to rule out the option of US forces entering Pakistan  saying that it was not an appropriate time to  threaten  Pakistan ,1
Journal Impact Factor ,1
TCP UDP connections as streams,1
biji,1
IPFilter,1
Rift (video game),1
Shows S M A R T  attributes,1
Mass to LEO (kg),1
Linter SQL RDBMS,1
Eigen,1
Opposed bailout ,1
each team's batting turn,1
jQuery,1
sides of the field,1
karya,1
Kan ons die middestad besoek ,1
Novial version  Nusen Patre  kel es in siele  mey vun nome bli sanktifika  mey vun regno veni  mey on fa vun volio kom in siele anke sur tere  Dona a nus disidi li omnidiali pane  e pardona a nus nusen ofensos  kom anke nus pardona a nusen ofensantes  e non dukte nus en tentatione  ma liberisa nus fro malu ,1
SPARC SMP,1
apartment,1
IntelliJ IDEA (compare),1
Custom fields,1
GStreamer,1
EverQuest,1
ZZ ratio,1
Command argument completion,1
Dimensions  WxHxD (mm),1
HD Photo   JPEG XR (ISO IEC 29199 2 2009),1
lcase(string),1
H  h,1
Adobe Flash features,1
bina,1
Wildcard,1
Under  19K,1
RGraph,1
P3 Int  P4940 V BOT P4960 V BOT,1
Masking,1
Ottoro,1
Sublimation (phase transition),1
Loose road surface,1
CalDAV Tasks,1
Animation     advanced visual effects,1
Sourceanywhere,1
Core data missing sync,1
easy,1
Default values,1
Dungeons   Dragons Online  Stormreach,1
WebUI,1
Vuze (formerly Azureus),1
Hashcalc,1
Disassembler,1
articulated lorry,1
census,1
Tree View editor ,1
Image attachment,1
Me  98,1
Windows Journal,1
NoSQL,1
compressed images,1
HSDPA,1
ExamDiff Pro,1
XPaint,1
MCU core,1
Image Composite Editor,1
Unlimited BW,1
Plugin  extendable,1
Supported languages,1
DH ANON (insecure),1
Backreferences,1
LAPACK,1
S  s,1
Underlying theory (symbolic  connectionist  or hybrid),1
C   generated code (x86),1
Current code owner maintainer,1
Creator network,1
Libtorrent (Rasterbar),1
Native code,1
Open file support,1
BlitzMail,1
emergency,1
Tab support,1
kiel anka  ni pardonas al niaj  uldantoj ,1
Cross document messaging,1
Protection,1
D WM,1
Application support,1
floor  level (storey),1
destructor,1
Telegram (secret chats),1
Wide area network (WAN),1
Limit on IA 32,1
Apertium,1
string    string,1
Channel types,1
Matlab,1
Font styles,1
Configurable,1
AirPort Extreme,1
array_of_strings join(separator   final_separator ),1
Preposition   definite article (Portuguese),1
Launchpad,1
OS 9,1
OS 8,1
IPython Notebook,1
Children,1
Video DownloadHelper,1
GPASM,1
gampang,1
join(separator  list_of_strings) returns a list of strings joined with a separator,1
iCalendar import,1
Sexagesimal,1
Batch file sharing,1
Wiki pages,1
No vehicles carrying dangerous goods,1
Panel for window switching,1
map Char toUpper string,1
InterBase,1
MOLAP,1
bisa,1
VMware Workstation 7 0 and 8 0,1
Activity status (active or dead   RSS news),1
Graphics processing unit (GPU),1
User Interface,1
discount,1
Operating System Support,1
Mailenable,1
Patch access,1
DAISY,1
U S  equivalents,1
Org mode (Emacs),1
Attaching Emails to Business Objects,1
Atmos  pheric reentry,1
lastIndex,1
View VLANS,1
Change rules without requiring restart ,1
Adjustment,1
Cowon Q5W,1
armed forces,1
COMMAND COM,1
hosted mode,1
Require encrypted S MIME algorithm,1
BitKeeper,1
Oracle BPEL Process Manager,1
total   of formats,1
Turret front   side   top,1
TV tuner  video editing  or webcam,1
Number ( 1),1
dropzone,1
GAL lookup,1
Energy,1
Allow simple password,1
string lower(),1
DAViCal,1
Maximum number of logical CPU per VM guest,1
Low flying aircraft,1
Candle Markup,1
Word  doc,1
Last release year,1
LAB,1
In app Epub import,1
First aid required,1
Memory management,1
USB 2 0,1
wakil,1
Property list (XML format),1
residency,1
Name and file extension  if different,1
Extension method,1
platform (train),1
namespace member,1
Outline bulleting with indent,1
Additional library dependencies,1
estate car,1
BrainPop,1
Returns,1
Mozambique,1
IRC Bot,1
Swap space,1
Baldwin would eliminate the Federal Reserve and move the US from fiat currency back to hard money ,1
lingenio translate,1
Supported architecture,1
vagina,1
Video battery life (hr),1
LCD,1
Qiqqa,1
Kad,1
Browse,1
Charts 4 PHP,1
Export to Mobile,1
McCain supported the invasion of Iraq and has stated that he would keep troops in Iraq for as long as needed  dependent on agreement from the Iraqi government   It's not a matter of how long we're in Iraq  it's if we succeed or not    John McCain was an early supporter of the Surge ,1
hvordan manden ,1
Ask A Biologist,1
fielding miscue,1
bonnet,1
Intelligent (of spying),1
Chipsets,1
License (if applies  for example GPL),1
pejabat,1
Syncplify me Server,1
strcmp(string  string)    0,1
Microsoft Photo Editor,1
Filetypes uploaded ,1
Baldwin would support homeschoolers and disband the Department of Education ,1
Mandatory direction for vehicles carrying dangerous goods,1
Forced Distributions,1
Gross domestic product,1
Earliest version   with IPv6 support,1
Proxifier,1
Vienna,1
Record video with voice while calling,1
Interactivity,1
ROBODoc,1
PCB Size,1
HMAC MD5,1
Grayscale,1
Cython,1
RoundCube,1
Collaborative software,1
SPARTAN kernel,1
Cloud synchronisation,1
Memory Controller,1
GeoJSON,1
Program name   Script name,1
SLoC,1
BLAG,1
 19K  38K,1
backpack,1
LEO,1
Resume,1
Themeable,1
History,1
Windows Phone 8,1
